"TRUMATCH 41-b6","41-b6","#825680"
"TRUMATCH 41-c6","41-c6","#8b698c"
"TRUMATCH 41-a4","41-a4","#894d83"
"TRUMATCH 41-b4","41-b4","#91608f"
"TRUMATCH 41-c4","41-c4","#9c759d"
"TRUMATCH 41-d4","41-d4","#a68baa"
"TRUMATCH 41-e4","41-e4","#b19fb7"
"TRUMATCH 41-a7","41-a7","#74426f"
"TRUMATCH 41-b7","41-b7","#7a5279"
"TRUMATCH 41-c7","41-c7","#836384"
"TRUMATCH 42-a","42-a","#c073aa"
"TRUMATCH 42-b","42-b","#c88bba"
"TRUMATCH 42-c","42","#d1a0c7"
"TRUMATCH 42-d","42-d","#dab5d5"
"TRUMATCH 42-e","42-e","#e3cae1"
"TRUMATCH 42-f","42-f","#eddeed"
"TRUMATCH 42-g","42-g","#f7f1f7"
"TRUMATCH 42-h","42-h","#fcf9fc"
"TRUMATCH 42-a1","42-a1","#b86fa4"
"TRUMATCH 42-b1","42-b1","#c086b3"
"TRUMATCH 42-c1","42-c1","#c89abf"
"TRUMATCH 42-d1","42-d1","#d1aecc"
"TRUMATCH 42-e1","42-e1","#dac2d8"
"TRUMATCH 42-f1","42-f1","#e3d5e4"
"TRUMATCH 42-g1","42-g1","#ede7ee"
"TRUMATCH 42-d5","42-d5","#a98ea8"
"TRUMATCH 42-a2","42-a2","#af6a9c"
"TRUMATCH 42-b2","42-b2","#b67faa"
"TRUMATCH 42-c2","42-c2","#bf93b7"
"TRUMATCH 42-d2","42-d2","#c7a6c3"
"TRUMATCH 42-e2","42-e2","#cfb9cf"
"TRUMATCH 42-a5","42-a5","#965c87"
"TRUMATCH 42-b5","42-b5","#9c6e93"
"TRUMATCH 42-c5","42-c5","#a37e9d"
"TRUMATCH 42-a3","42-a3","#a76596"
"TRUMATCH 42-b3","42-b3","#ae7aa3"
"TRUMATCH 42-c3","42-c3","#b68cae"
"TRUMATCH 42-d3","42-d3","#bd9eba"
"TRUMATCH 42-e3","42-e3","#c5b1c5"
"TRUMATCH 42-a6","42-a6","#8e5780"
"TRUMATCH 42-b6","42-b6","#93688b"
"TRUMATCH 42-c6","42-c6","#997895"
"TRUMATCH 42-a4","42-a4","#9f618f"
"TRUMATCH 42-b4","42-b4","#a5749b"
"TRUMATCH 42-c4","42-c4","#ac85a6"
"TRUMATCH 40-d4","40-d4","#b497b1"
"TRUMATCH 42-e4","42-e4","#bba8bc"
"TRUMATCH 42-a7","42-a7","#855278"
"TRUMATCH 42-b7","42-b7","#8a6283"
"TRUMATCH 42-c7","42-c7","#90708c"
"TRUMATCH 43-a","43-a","#e591bb"
"TRUMATCH 43-b","43-b","#e9a3c7"
"TRUMATCH 43-c","43","#ecb5d3"
"TRUMATCH 43-d","43-d","#f0c7dd"
"TRUMATCH 43-e","43-e","#f4d6e7"
"TRUMATCH 43-f","43-f","#f8e5f0"
"TRUMATCH 43-g","43-g","#fbf4f9"
"TRUMATCH 43-a1","43-a1","#db8cb4"
"TRUMATCH 43-b1","43-b1","#df9dc0"
"TRUMATCH 43-c1","43-c1","#e2aeca"
"TRUMATCH 43-d1","43-d1","#e6bfd5"
"TRUMATCH 43-e1","43-e1","#e9cede"
"TRUMATCH 43-f1","43-f1","#eddce7"
"TRUMATCH 43-g1","43-g1","#f1ebef"
"TRUMATCH 43-d5","43-d5","#ba9caf"
"TRUMATCH 43-a2","43-a2","#d085ac"
"TRUMATCH 43-b2","43-b2","#d496b7"
"TRUMATCH 43-c2","43-c2","#d7a6c1"
"TRUMATCH 43-d2","43-d2","#dab6cb"
"TRUMATCH 43-e2","43-e2","#dec5d4"
"TRUMATCH 43-a5","43-a5","#b17395"
"TRUMATCH 43-b5","43-b5","#b4819e"
"TRUMATCH 43-c5","43-c5","#b78fa6"
"TRUMATCH 43-a3","43-a3","#c680a5"
"TRUMATCH 43-b3","43-b3","#c98faf"
"TRUMATCH 43-c3","43-c3","#cc9eb9"
"TRUMATCH 43-d3","43-d3","#d0aec2"
"TRUMATCH 43-e3","43-e3","#d3bccb"
"TRUMATCH 43-a6","43-a6","#a76e8d"
"TRUMATCH 43-b6","43-b6","#aa7b95"
"TRUMATCH 43-c6","43-c6","#ac879d"
"TRUMATCH 43-a4","43-a4","#bc7a9d"
"TRUMATCH 43-b4","43-b4","#bf89a7"
"TRUMATCH 43-c4","43-c4","#c297b0"
"TRUMATCH 43-d4","43-d4","#c5a5b9"
"TRUMATCH 43-e4","43-e4","#c8b3c1"
"TRUMATCH 43-a7","43-a7","#9d6784"
"TRUMATCH 43-b7","43-b7","#a0748c"
"TRUMATCH 43-c7","43-c7","#a27f94"
"TRUMATCH 44-a","44-a","#b61b7e"
"TRUMATCH 44-b","44-b","#c0468f"
"TRUMATCH 44-c","44","#ca69a3"
"TRUMATCH 44-d","44-d","#d48dba"
"TRUMATCH 44-e","44-e","#dfafd0"
"TRUMATCH 44-f","44-f","#ebcee3"
"TRUMATCH 44-g","44-g","#f6ebf4"
"TRUMATCH 44-h","44-h","#faf4f9"
"TRUMATCH 44-a1","44-a1","#ae1c7a"
"TRUMATCH 44-b1","44-b1","#b8448a"
"TRUMATCH 44-c1","44-c1","#c1659d"
"TRUMATCH 44-d1","44-d1","#cb88b3"
"TRUMATCH 44-e1","44-e1","#d5a8c8"
"TRUMATCH 44-f1","44-f1","#e1c6da"
"TRUMATCH 44-g1","44-g1","#ece2ea"
"TRUMATCH 44-d5","44-d5","#a47093"
"TRUMATCH 44-a2","44-a2","#a71d75"
"TRUMATCH 44-b2","44-b2","#af4284"
"TRUMATCH 44-c2","44-c2","#b86196"
"TRUMATCH 44-d2","44-d2","#c182ab"
"TRUMATCH 44-e2","44-e2","#cba0bf"
"TRUMATCH 44-a5","44-a5","#901f66"
"TRUMATCH 44-b5","44-b5","#963b73"
"TRUMATCH 44-c5","44-c5","#9d5482"
"TRUMATCH 44-a3","44-a3","#9f1e70"
"TRUMATCH 44-b3","44-b3","#a73f7f"
"TRUMATCH 44-c3","44-c3","#af5d90"
"TRUMATCH 44-d3","44-d3","#b87ca4"
"TRUMATCH 44-e3","44-e3","#c199b6"
"TRUMATCH 44-a6","44-a6","#891f61"
"TRUMATCH 44-b6","44-b6","#8e396d"
"TRUMATCH 44-c6","44-c6","#95517b"
"TRUMATCH 44-a4","44-a4","#981e6b"
"TRUMATCH 44-b4","44-b4","#9f3d79"
"TRUMATCH 44-c4","44-c4","#a75989"
"TRUMATCH 44-d4","44-d4","#ae769c"
"TRUMATCH 44-e4","44-e4","#b792ae"
"TRUMATCH 44-a7","44-a7","#81205c"
"TRUMATCH 44-b7","44-b7","#863767"
"TRUMATCH 44-c7","44-c7","#8c4d74"
"TRUMATCH 45-a","45-a","#ef87b0"
"TRUMATCH 45-b","45-b","#f29cbe"
"TRUMATCH 45-c","45","#f4b1cb"
"TRUMATCH 45-d","45-d","#f7c3d8"
"TRUMATCH 45-e","45-e","#f9d5e3"
"TRUMATCH 45-f","45-f","#fce5ee"
"TRUMATCH 45-d5","45-d5","#bf9aab"
"TRUMATCH 45-e5","45-e5","#c1a7b3"
"TRUMATCH 45-a1","45-a1","#e582aa"
"TRUMATCH 45-b1","45-b1","#e796b7"
"TRUMATCH 45-c1","45-c1","#eaaac4"
"TRUMATCH 45-d1","45-d1","#ecbcd0"
"TRUMATCH 45-e1","45-e1","#eeccda"
"TRUMATCH 45-f1","45-f1","#f1dce5"
"TRUMATCH 45-d6","45-d6","#b492a2"
"TRUMATCH 45-e6","45-e6","#b69eaa"
"TRUMATCH 45-a2","45-a2","#da7da2"
"TRUMATCH 45-b2","45-b2","#dc90af"
"TRUMATCH 45-c2","45-c2","#dea2bb"
"TRUMATCH 45-d2","45-d2","#e0b3c7"
"TRUMATCH 45-e2","45-e2","#e3c3d0"
"TRUMATCH 45-a5","45-a5","#b96c8c"
"TRUMATCH 45-b5","45-b5","#bb7d97"
"TRUMATCH 45-c5","45-c5","#bd8ca1"
"TRUMATCH 45-a3","45-a3","#cf779b"
"TRUMATCH 45-b3","45-b3","#d18aa8"
"TRUMATCH 45-c3","45-c3","#d39bb3"
"TRUMATCH 45-d3","45-d3","#d6abbe"
"TRUMATCH 45-e3","45-e3","#d8bac7"
"TRUMATCH 45-a6","45-a6","#af6785"
"TRUMATCH 45-b6","45-b6","#b0768f"
"TRUMATCH 45-c6","45-c6","#b28499"
"TRUMATCH 45-a4","45-a4","#c57294"
"TRUMATCH 45-b4","45-b4","#c784a0"
"TRUMATCH 45-c4","45-c4","#c994aa"
"TRUMATCH 45-d4","45-d4","#cba3b5"
"TRUMATCH 45-e4","45-e4","#cdb1be"
"TRUMATCH 45-a7","45-a7","#a4627d"
"TRUMATCH 45-b7","45-b7","#a67087"
"TRUMATCH 45-c7","45-c7","#a77d8f"
"TRUMATCH 46-a","46-a","#e34f85"
"TRUMATCH 46-b","46-b","#e86d96"
"TRUMATCH 46-c","46","#eb8dac"
"TRUMATCH 46-d","46-d","#f0a9bf"
"TRUMATCH 46-e","46-e","#f3c2d3"
"TRUMATCH 46-f","46-f","#f8d9e3"
"TRUMATCH 46-g","46-g","#fdf1f4"
"TRUMATCH 46-a1","46-a1","#da4d80"
"TRUMATCH 46-b1","46-b1","#de6990"
"TRUMATCH 46-c1","46-c1","#e188a6"
"TRUMATCH 46-d1","46-d1","#e6a2b8"
"TRUMATCH 46-e1","46-e1","#e9bacb"
"TRUMATCH 46-f1","46-f1","#edd0da"
"TRUMATCH 46-g1","46-g1","#f2e8eb"
"TRUMATCH 46-d5","46-d5","#ba8698"
"TRUMATCH 46-a2","46-a2","#cf4b7b"
"TRUMATCH 46-b2","46-b2","#d3658a"
"TRUMATCH 46-c2","46-c2","#d6829f"
"TRUMATCH 46-d2","46-d2","#db9bb0"
"TRUMATCH 46-e2","46-e2","#ddb2c2"
"TRUMATCH 46-a5","46-a5","#b1436b"
"TRUMATCH 46-b5","46-b5","#b45878"
"TRUMATCH 46-c5","46-c5","#b67189"
"TRUMATCH 46-a3","46-a3","#c54876"
"TRUMATCH 46-b3","46-b3","#c96184"
"TRUMATCH 46-c3","46-c3","#cc7d98"
"TRUMATCH 46-d3","46-d3","#d094a8"
"TRUMATCH 46-e3","46-e3","#d3aab9"
"TRUMATCH 46-a6","46-a6","#a74166"
"TRUMATCH 46-b6","46-b6","#aa5572"
"TRUMATCH 46-c6","46-c6","#ac6c82"
"TRUMATCH 46-a4","46-a4","#bc4671"
"TRUMATCH 46-b4","46-b4","#bf5d7e"
"TRUMATCH 46-c4","46-c4","#c17791"
"TRUMATCH 46-d4","46-d4","#c58da1"
"TRUMATCH 46-e4","46-e4","#c8a2b1"
"TRUMATCH 46-a7","46-a7","#9d3e60"
"TRUMATCH 46-b7","46-b7","#a0516b"
"TRUMATCH 46-c7","46-c7","#a2657b"
"TRUMATCH 47-a","47-a","#e24179"
"TRUMATCH 47-b","47-b","#e7638b"
"TRUMATCH 47-c","47","#ea83a0"
"TRUMATCH 47-d","47-d","#f0a2b6"
"TRUMATCH 47-e","47-e","#f3bdcc"
"TRUMATCH 47-f","47-f","#f8d7df"
"TRUMATCH 47-g","47-g","#fdeff3"
"TRUMATCH 47-h","47-h","#fef8f9"
"TRUMATCH 47-a1","47-a1","#d84074"
"TRUMATCH 47-b1","47-b1","#dd6086"
"TRUMATCH 47-c1","47-c1","#e07e9a"
"TRUMATCH 47-d1","47-d1","#e59caf"
"TRUMATCH 47-e1","47-e1","#e8b6c4"
"TRUMATCH 47-f1","47-f1","#edcfd7"
"TRUMATCH 47-g1","47-g1","#f2e6e9"
"TRUMATCH 47-d5","47-d5","#ba8191"
"TRUMATCH 47-a2","47-a2","#ce3e70"
"TRUMATCH 47-b2","47-b2","#d25c80"
"TRUMATCH 47-c2","47-c2","#d57994"
"TRUMATCH 47-d2","47-d2","#da95a8"
"TRUMATCH 47-e2","47-e2","#ddaebc"
"TRUMATCH 47-a5","47-a5","#b03a61"
"TRUMATCH 47-b5","47-b5","#b3516f"
"TRUMATCH 47-c5","47-c5","#b56980"
"TRUMATCH 47-a3","47-a3","#c43d6b"
"TRUMATCH 47-b3","47-b3","#c8597b"
"TRUMATCH 47-c3","47-c3","#cb738d"
"TRUMATCH 47-d3","47-d3","#d08ea0"
"TRUMATCH 47-e3","47-e3","#d2a6b3"
"TRUMATCH 47-a6","47-a6","#a6385d"
"TRUMATCH 47-b6","47-b6","#a94e6a"
"TRUMATCH 47-c6","47-c6","#ab6479"
"TRUMATCH 47-a4","47-a4","#ba3b67"
"TRUMATCH 47-b4","47-b4","#be5575"
"TRUMATCH 47-c4","47-c4","#c06e87"
"TRUMATCH 47-d4","47-d4","#c58899"
"TRUMATCH 47-e4","47-e4","#c89eab"
"TRUMATCH 47-a7","47-a7","#9c3658"
"TRUMATCH 47-b7","47-b7","#9f4a64"
"TRUMATCH 47-c7","47-c7","#a15f72"
"TRUMATCH 48-a","48-a","#e3007d"
"TRUMATCH 48-b","48-b","#e8448f"
"TRUMATCH 48-c","48","#ec6da4"
"TRUMATCH 48-d","48-d","#f093bc"
"TRUMATCH 48-e","48-e","#f4b5d2"
"TRUMATCH 48-f","48-f","#f9d3e4"
"TRUMATCH 48-g","48-g","#fdeef5"
"TRUMATCH 48-h","48-h","#fef6fa"
"TRUMATCH 48-a1","48-a1","#da0078"
"TRUMATCH 48-b1","48-b1","#de438a"
"TRUMATCH 48-c1","48-c1","#e26a9e"
"TRUMATCH 48-d1","48-d1","#e68eb5"
"TRUMATCH 48-e1","48-e1","#eaaeca"
"TRUMATCH 48-f1","48-f1","#eecadb"
"TRUMATCH 48-d5","48-d5","#ba7695"
"TRUMATCH 48-e5","48-e5","#bd8fa6"
"TRUMATCH 48-a2","48-a2","#cf0173"
"TRUMATCH 48-b2","48-b2","#d44284"
"TRUMATCH 48-c2","48-c2","#d76698"
"TRUMATCH 48-d2","48-d2","#db88ad"
"TRUMATCH 48-e2","48-e2","#dea6c1"
"TRUMATCH 48-a5","48-a5","#b21265"
"TRUMATCH 48-b5","48-b5","#b53c73"
"TRUMATCH 48-c5","48-c5","#b75983"
"TRUMATCH 48-a3","48-a3","#c6086f"
"TRUMATCH 48-b3","48-b3","#ca407f"
"TRUMATCH 48-c3","48-c3","#cd6291"
"TRUMATCH 48-d3","48-d3","#d082a6"
"TRUMATCH 48-e3","48-e3","#d49fb8"
"TRUMATCH 48-a6","48-a6","#a81660"
"TRUMATCH 48-b6","48-b6","#ab3a6d"
"TRUMATCH 48-c6","48-c6","#ad567d"
"TRUMATCH 48-a4","48-a4","#bc0e6a"
"TRUMATCH 48-b4","48-b4","#c03e79"
"TRUMATCH 48-c4","48-c4","#c35e8b"
"TRUMATCH 48-d4","48-d4","#c67c9e"
"TRUMATCH 48-e4","48-e4","#c997af"
"TRUMATCH 48-a7","48-a7","#9e185b"
"TRUMATCH 48-b7","48-b7","#a13868"
"TRUMATCH 48-c7","48-c7","#a35175"
"TRUMATCH 49-a","49-a","#a2722f"
"TRUMATCH 49-b","49-b","#b18544"
"TRUMATCH 49-c","49","#bd985f"
"TRUMATCH 49-d","49-d","#cbad80"
"TRUMATCH 49-e","49-e","#d9c3a2"
"TRUMATCH 49-f","49-f","#e8dac4"
"TRUMATCH 49-g","49-g","#f5efe7"
"TRUMATCH 49-h","49-h","#fbf7f3"
"TRUMATCH 49-a1","49-a1","#9b6d2f"
"TRUMATCH 49-b1","49-b1","#a97f43"
"TRUMATCH 49-c1","49-c1","#b5925c"
"TRUMATCH 49-d1","49-d1","#c2a77c"
"TRUMATCH 49-e1","49-e1","#d0bb9c"
"TRUMATCH 49-f1","49-f1","#ded1bd"
"TRUMATCH 49-d5","49-d5","#9d8867"
"TRUMATCH 49-e5","49-e5","#a89981"
"TRUMATCH 49-a2","49-a2","#93692e"
"TRUMATCH 49-b2","49-b2","#a17a41"
"TRUMATCH 49-c2","49-c2","#ac8b59"
"TRUMATCH 49-d2","49-d2","#b99f76"
"TRUMATCH 49-e2","49-e2","#c6b395"
"TRUMATCH 49-a5","49-a5","#7e5b2b"
"TRUMATCH 49-b5","49-b5","#8a693b"
"TRUMATCH 49-c5","49-c5","#93784e"
"TRUMATCH 49-a3","49-a3","#8c642d"
"TRUMATCH 49-b3","49-b3","#99743f"
"TRUMATCH 49-c3","49-c3","#a48555"
"TRUMATCH 49-d3","49-d3","#b09771"
"TRUMATCH 49-e3","49-e3","#bcaa8f"
"TRUMATCH 49-a6","49-a6","#77572b"
"TRUMATCH 49-b6","49-b6","#826439"
"TRUMATCH 49-c6","49-c6","#8a714b"
"TRUMATCH 49-a4","49-a4","#86602c"
"TRUMATCH 49-b4","49-b4","#926f3d"
"TRUMATCH 49-c4","49-c4","#9b7e52"
"TRUMATCH 49-d4","49-d4","#a7906c"
"TRUMATCH 49-e4","49-e4","#b3a288"
"TRUMATCH 49-a7","49-a7","#71522a"
"TRUMATCH 49-b7","49-b7","#7a5e37"
"TRUMATCH 49-c7","49-c7","#826b47"
"TRUMATCH 50-a","50-a","#764333"
"TRUMATCH 50-b","50-b","#8c5641"
"TRUMATCH 50-c","50","#9f6e56"
"TRUMATCH 50-d","50-d","#b38a74"
"TRUMATCH 50-e","50-e","#c8aa98"
"TRUMATCH 50-f","50-f","#dcc8bd"
"TRUMATCH 50-g","50-g","#f0e9e4"
"TRUMATCH 50-h","50-h","#f8f3f1"
"TRUMATCH 50-a1","50-a1","#724232"
"TRUMATCH 50-b1","50-b1","#86533f"
"TRUMATCH 50-c1","50-c1","#986a54"
"TRUMATCH 50-d1","50-d1","#ab8570"
"TRUMATCH 50-e1","50-e1","#bfa392"
"TRUMATCH 50-f1","50-f1","#d3c0b6"
"TRUMATCH 50-d5","50-d5","#8b6d5d"
"TRUMATCH 50-e5","50-e5","#9b8579"
"TRUMATCH 50-a2","50-a2","#6d4031"
"TRUMATCH 50-b2","50-b2","#80503d"
"TRUMATCH 50-c2","50-c2","#916550"
"TRUMATCH 50-d2","50-d2","#a37f6b"
"TRUMATCH 50-e2","50-e2","#b69b8c"
"TRUMATCH 50-a5","50-a5","#5f3a2d"
"TRUMATCH 50-b5","50-b5","#6f4737"
"TRUMATCH 50-c5","50-c5","#7d5847"
"TRUMATCH 50-a3","50-a3","#683e30"
"TRUMATCH 50-b3","50-b3","#7a4d3b"
"TRUMATCH 50-c3","50-c3","#8b614d"
"TRUMATCH 50-d3","50-d3","#9b7967"
"TRUMATCH 50-e3","50-e3","#ad9486"
"TRUMATCH 50-a6","50-a6","#5a392c"
"TRUMATCH 50-b6","50-b6","#694436"
"TRUMATCH 50-c6","50-c6","#765444"
"TRUMATCH 50-a4","50-a4","#643c2e"
"TRUMATCH 50-b4","50-b4","#754a3a"
"TRUMATCH 50-c4","50-c4","#845d4a"
"TRUMATCH 50-d4","50-d4","#947362"
"TRUMATCH 50-e4","50-e4","#a48d7f"
"TRUMATCH 50-a7","50-a7","#55372b"
"TRUMATCH 50-b7","50-b7","#634134"
"TRUMATCH 50-c7","50-c7","#6f5041"
"TRUMATCH 1-g7","1-g7","#ada6a8"
"TRUMATCH 1-6g","1-6g","#b9b1b3"
"TRUMATCH 1-g5","1-g5","#c4bbbd"
"TRUMATCH 1-g4","1-g4","#d0c7c9"
"TRUMATCH 1-g3","1-g3","#dbd1d3"
"TRUMATCH 1-g2","1-g2","#e7dbdc"
"TRUMATCH 1-h2","1-h2","#e7e1e3"
"TRUMATCH 1-h1","1-h1","#f3eced"
"TRUMATCH 5-g7","5-g7","#ada4a2"
"TRUMATCH 5-g6","5-g6","#b9afad"
"TRUMATCH 5-g5","5-g5","#c4b9b6"
"TRUMATCH 5-g4","5-g4","#d0c4c1"
"TRUMATCH 5-g3","5-g3","#dbceca"
"TRUMATCH 5-g2","5-g2","#e7d8d4"
"TRUMATCH 5-h2","5-h2","#e7e1e0"
"TRUMATCH 5-h1","5-h1","#f3eceb"
"TRUMATCH 9-g7","9-g7","#aeada9"
"TRUMATCH 9-g6","9-g6","#bab9b5"
"TRUMATCH 9-g5","9-g5","#c6c4bf"
"TRUMATCH 9-g4","9-g4","#d2d0ca"
"TRUMATCH 9-g3","9-g3","#dddbd4"
"TRUMATCH 9-g2","9-g2","#e8e5de"
"TRUMATCH 9-g1","9-g1","#f4f0e8"
"TRUMATCH 9-h1","9-h1","#f4f2ef"
"TRUMATCH 13-g7","13-g7","#adaea7"
"TRUMATCH 13-g6","13-g6","#b9bab1"
"TRUMATCH 13-g5","13-g5","#c4c5bc"
"TRUMATCH 13-g4","13-g4","#d0d1c7"
"TRUMATCH 13-g3","13-g3","#dcdcd0"
"TRUMATCH 13-g2","13-g2","#e7e7da"
"TRUMATCH 13-g1","13-g1","#f3f2e4"
"TRUMATCH 13-h1","13-h1","#f5f4ed"
"TRUMATCH 17-g7","17-g7","#a9ada8"
"TRUMATCH 17-g6","17-g6","#b5b8b2"
"TRUMATCH 17-g5","17-g5","#c0c4bd"
"TRUMATCH 17-g4","17-g4","#cccfc8"
"TRUMATCH 17-g3","17-g3","#d7dad1"
"TRUMATCH 17-g2","17-g2","#e2e5db"
"TRUMATCH 17-g1","17-g1","#edf0e6"
"TRUMATCH 17-h1","17-h1","#f1f2ed"
"TRUMATCH 21-g7","21-g7","#a8adac"
"TRUMATCH 21-g6","21-g6","#b3b8b7"
"TRUMATCH 21-g5","21-g5","#bec4c2"
"TRUMATCH 21-g4","21-g4","#cacfcd"
"TRUMATCH 21-g3","21-g3","#d5dad7"
"TRUMATCH 21-g2","21-g2","#dfe4e1"
"TRUMATCH 21-h2","21-h2","#e3e6e4"
"TRUMATCH 21-h1","21-h1","#eef1ef"
"TRUMATCH 25-g7","25-g7","#a4aaac"
"TRUMATCH 25-g6","25-g6","#afb6b7"
"TRUMATCH 25-g5","25-g5","#bac1c2"
"TRUMATCH 25-g4","25-g4","#c5cccd"
"TRUMATCH 25-g3","25-g3","#cfd7d7"
"TRUMATCH 25-g2","25-g2","#dae1e1"
"TRUMATCH 25-h2","25-h2","#e1e6e6"
"TRUMATCH 25-h1","25-h1","#edf1f1"
"TRUMATCH 29-g7","29-g7","#a4acad"
"TRUMATCH 29-g6","29-g6","#afb7b9"
"TRUMATCH 29-g5","29-g5","#bac2c4"
"TRUMATCH 29-g4","29-g4","#c5cecf"
"TRUMATCH 29-g3","29-g3","#cfd8d9"
"TRUMATCH 29-g2","29-g2","#dae3e3"
"TRUMATCH 29-h2","29-h2","#e1e6e7"
"TRUMATCH 29-h1","29-h1","#ecf1f2"
"TRUMATCH 33-g7","33-g7","#a4aaaf"
"TRUMATCH 33-g6","33-g6","#aeb5bb"
"TRUMATCH 33-g5","33-g5","#b9c0c6"
"TRUMATCH 33-g4","33-g4","#c4ccd1"
"TRUMATCH 33-g3","33-g3","#cfd6dc"
"TRUMATCH 33-g2","33-g2","#d9e0e6"
"TRUMATCH 33-g1","33-g1","#e4ebf1"
"TRUMATCH 33-h1","33-h1","#ecf0f3"
"TRUMATCH 37-g7","37-g7","#a4a8ae"
"TRUMATCH 37-g6","37-g6","#afb4ba"
"TRUMATCH 37-g5","37-g5","#babec5"
"TRUMATCH 37-g4","37-g4","#c5cad0"
"TRUMATCH 37-g3","37-g3","#d0d4db"
"TRUMATCH 37-g2","37-g2","#dadee5"
"TRUMATCH 37-g1","37-g1","#e5e9f0"
"TRUMATCH 37-h1","37-h1","#eceef2"
"TRUMATCH 41-g7","41-g7","#a8a6ac"
"TRUMATCH 41-g6","41-g6","#b3b1b7"
"TRUMATCH 41-g5","41-g5","#bebbc2"
"TRUMATCH 41-g4","41-g4","#cac7ce"
"TRUMATCH 41-g3","41-g3","#d5d0d8"
"TRUMATCH 41-g2","41-g2","#e0dbe2"
"TRUMATCH 41-h2","41-h2","#e4e2e6"
"TRUMATCH 41-h1","41-h1","#efedf1"
"TRUMATCH 45-g7","45-g7","#adaaae"
"TRUMATCH 45-g6","45-g6","#b9b5ba"
"TRUMATCH 45-g5","45-g5","#c5c0c4"
"TRUMATCH 45-g4","45-g4","#d1ccd0"
"TRUMATCH 45-g3","45-g3","#dcd6da"
"TRUMATCH 45-g2","45-g2","#e7e0e5"
"TRUMATCH 45-h2","45-h2","#e8e4e7"
"TRUMATCH 45-h1","45-h1","#f3f0f2"
"TRUMATCH 48-g7","48-g7","#ada5ab"
"TRUMATCH 48-g6","48-g6","#b8b0b6"
"TRUMATCH 48-g5","48-g5","#c4bac1"
"TRUMATCH 48-g4","48-g4","#d0c6cc"
"TRUMATCH 48-g3","48-g3","#dbcfd6"
"TRUMATCH 48-g2","48-g2","#e6dae1"
"TRUMATCH 48-h2","48-h2","#e7e1e5"
"TRUMATCH 48-h1","48-h1","#f3edf0"
