"Scala 24-09-15","24-09-15","#cda699"
"Scala 24-09-16","24-09-16","#c19a8e"
"Scala 24-09-18","24-09-18","#b58b7e"
"Scala 24-09-21","24-09-21","#9d7d73"
"Scala 24-09-24","24-09-24","#7d5650"
"Scala 24-09-27","24-09-27","#634040"
"Scala 24-09-30","24-09-30","#513630"
"Scala 24-12-03","24-12-03","#f4e2d7"
"Scala 24-12-06","24-12-06","#fad9cb"
"Scala 24-12-09","24-12-09","#fac6b2"
"Scala 24-12-12","24-12-12","#e8b5a2"
"Scala 24-12-15","24-12-15","#dba28f"
"Scala 24-12-16","24-12-16","#d09682"
"Scala 24-12-18","24-12-18","#c18671"
"Scala 24-12-21","24-12-21","#a76c5d"
"Scala 24-13-18","24-13-18","#c98674"
"Scala 24-13-21","24-13-21","#b46d5c"
"Scala 24-13-24","24-13-24","#9c5a50"
"Scala 24-15-12","24-15-12","#f6b29a"
"Scala 24-15-15","24-15-15","#ec9d83"
"Scala 24-15-18","24-15-18","#d17b67"
"Scala 24-15-21","24-15-21","#c96956"
"Scala 24-15-24","24-15-24","#954d3e"
"Scala 24-15-27","24-15-27","#6f3e3a"
"Scala 24-15-30","24-15-30","#5a3233"
"Scala 24-18-15","24-18-15","#f09274"
"Scala 24-18-18","24-18-18","#da7a63"
"Scala 24-18-21","24-18-21","#cf6651"
"Scala 24-18-23","24-18-23","#ba5d4a"
"Scala 24-18-24","24-18-24","#9e483b"
"Scala 24-18-27","24-18-27","#8b493f"
"Scala 24-18-30","24-18-30","#6e2d29"
"Scala 24-21-15","24-21-15","#ea6742"
"Scala 24-21-18","24-21-18","#db5621"
"Scala 24-21-21","24-21-21","#d45212"
"Scala 24-21-24","24-21-24","#b65033"
"Scala 24-24-21","24-24-21","#d14c2a"
"Scala 24-24-24","24-24-24","#a94335"
"Scala 27-09-03","27-09-03","#eddbd3"
"Scala 27-09-06","27-09-06","#f0dcd5"
"Scala 27-09-09","27-09-09","#e5ccc7"
"Scala 27-09-12","27-09-12","#dabebb"
"Scala 27-09-15","27-09-15","#c8a8a5"
"Scala 27-09-18","27-09-18","#c49d94"
"Scala 27-09-19","27-09-19","#b58b80"
"Scala 27-09-21","27-09-21","#ac7b6d"
"Scala 27-09-23","27-09-23","#946861"
"Scala 27-09-24","27-09-24","#825552"
"Scala 27-09-27","27-09-27","#724143"
"Scala 27-09-30","27-09-30","#5e2d33"
"Scala 27-09-33","27-09-33","#43252a"
"Scala 27-12-06","27-12-06","#f6dbd4"
"Scala 27-12-09","27-12-09","#ebc9c2"
"Scala 27-12-12","27-12-12","#e5bcb6"
"Scala 27-12-15","27-12-15","#d8a49c"
"Scala 27-12-18","27-12-18","#c2827b"
"Scala 27-12-19","27-12-19","#b97e74"
"Scala 27-12-21","27-12-21","#b17669"
"Scala 27-12-23","27-12-23","#a0645f"
"Scala 27-12-24","27-12-24","#894b48"
"Scala 27-12-27","27-12-27","#7b3a3c"
"Scala 27-12-30","27-12-30","#7a3435"
"Scala 27-13-18","27-13-18","#cc867c"
"Scala 27-13-21","27-13-21","#b36e65"
"Scala 27-13-24","27-13-24","#a95e58"
"Scala 27-15-06","27-15-06","#fdd4cc"
"Scala 27-15-09","27-15-09","#fbc3ba"
"Scala 27-15-12","27-15-12","#f3b0a7"
"Scala 27-15-15","27-15-15","#e4a49a"
"Scala 27-15-18","27-15-18","#cf786d"
"Scala 27-15-21","27-15-21","#b3625b"
"Scala 27-15-24","27-15-24","#9d4641"
"Scala 27-18-15","27-18-15","#ef978a"
"Scala 27-18-18","27-18-18","#de7366"
"Scala 27-18-21","27-18-21","#bc5851"
"Scala 27-18-24","27-18-24","#a4453d"
"Scala 27-18-27","27-18-27","#953631"
"Scala 27-18-30","27-18-30","#82292f"
"Scala 27-21-18","27-21-18","#e46d64"
"Scala 27-21-21","27-21-21","#ba3e2f"
"Scala 27-21-24","27-21-24","#b33639"
